well,Number,BioRep,OD,Species,Strain,Batch,Protocol,BatchN,Step
A2,1,A,0.425,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
B2,1,A,0.425,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
C2,1,A,0.43,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
D2,1,A,0.43,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
E2,1,B,0.361,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
F2,1,B,0.352,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
G2,1,B,0.353,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
H2,1,B,0.352,Gardnerella vaginalis,C0011E4,1A1,1,1,Overnight 1
A3,2,A,0.528,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
B3,2,A,0.556,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
C3,2,A,0.55,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
D3,2,A,0.545,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
E3,2,B,0.494,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
F3,2,B,0.511,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
G3,2,B,0.516,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
H3,2,B,0.515,Gardnerella sp. 3,C0040C2,1A1,1,1,Overnight 1
A4,3,A,0.286,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
B4,3,A,0.282,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
C4,3,A,0.286,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
D4,3,A,0.291,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
E4,3,B,0.308,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
F4,3,B,0.311,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
G4,3,B,0.32,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
H4,3,B,0.311,Gardnerella vaginalis,14018,1A1,1,1,Overnight 1
A5,4,A,0.477,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
B5,4,A,0.512,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
C5,4,A,0.453,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
D5,4,A,0.425,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
E5,4,B,0.51,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
F5,4,B,0.538,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
G5,4,B,0.516,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
H5,4,B,0.484,Gardnerella sp. 8,C0056B5,1A1,1,1,Overnight 1
A6,5,A,0.136,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
B6,5,A,0.138,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
C6,5,A,0.124,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
D6,5,A,0.124,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
E6,5,B,0.192,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
F6,5,B,0.192,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
G6,5,B,0.213,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
H6,5,B,0.193,Gardnerella swidsinskii,Gv5-1,1A1,1,1,Overnight 1
A7,6,A,0.216,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
B7,6,A,0.224,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
C7,6,A,0.227,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
D7,6,A,0.231,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
E7,6,B,0.216,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
F7,6,B,0.218,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
G7,6,B,0.219,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
H7,6,B,0.217,Gardnerella vaginalis,315-A,1A1,1,1,Overnight 1
A8,7,A,0.174,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
B8,7,A,0.149,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
C8,7,A,0.147,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
D8,7,A,0.148,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
E8,7,B,0.198,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
F8,7,B,0.196,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
G8,7,B,0.198,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
H8,7,B,0.2,Gardnerella piotii,JCP8066,1A1,1,1,Overnight 1
A9,8,A,0.243,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
B9,8,A,0.237,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
C9,8,A,0.238,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
D9,8,A,0.24,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
E9,8,B,0.362,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
F9,8,B,0.366,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
G9,8,B,0.365,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
H9,8,B,0.365,Gardnerella sp. 8,Gv101,1A1,1,1,Overnight 1
A12,Blank,NA,0.051,NA,NA,NA,NA,NA,Overnight 1
B12,Blank,NA,0.051,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.052,NA,NA,NA,NA,NA,Overnight 1
D12,Blank,NA,0.051,NA,NA,NA,NA,NA,Overnight 1
A2,1,A,0.467,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
B2,1,A,0.444,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
C2,1,A,0.46,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
D2,1,A,0.469,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
E2,1,B,0.308,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
F2,1,B,0.307,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
G2,1,B,0.306,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
H2,1,B,0.311,Gardnerella vaginalis,C0011E4,1A2,1,2,Overnight 1
A3,2,A,0.606,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
B3,2,A,0.622,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
C3,2,A,0.615,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
D3,2,A,0.795,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
E3,2,B,0.652,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
F3,2,B,0.666,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
G3,2,B,0.667,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
H3,2,B,0.669,Gardnerella sp. 3,C0040C2,1A2,1,2,Overnight 1
A4,3,A,0.76,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
B4,3,A,0.768,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
C4,3,A,0.757,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
D4,3,A,0.771,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
E4,3,B,0.82,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
F4,3,B,0.823,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
G4,3,B,0.82,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
H4,3,B,0.829,Gardnerella vaginalis,14018,1A2,1,2,Overnight 1
A5,4,A,0.6,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
B5,4,A,0.606,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
C5,4,A,0.608,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
D5,4,A,0.601,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
E5,4,B,0.54,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
F5,4,B,0.542,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
G5,4,B,0.529,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
H5,4,B,0.548,Gardnerella sp. 8,C0056B5,1A2,1,2,Overnight 1
A6,5,A,0.06,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
B6,5,A,0.061,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
C6,5,A,0.058,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
D6,5,A,0.056,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
E6,5,B,0.582,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
F6,5,B,0.581,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
G6,5,B,0.582,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
H6,5,B,0.581,Gardnerella swidsinskii,Gv5-1,1A2,1,2,Overnight 1
A7,6,A,0.523,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
B7,6,A,0.523,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
C7,6,A,0.527,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
D7,6,A,0.532,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
E7,6,B,0.547,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
F7,6,B,0.544,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
G7,6,B,0.542,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
H7,6,B,0.546,Gardnerella vaginalis,315-A,1A2,1,2,Overnight 1
A8,7,A,0.425,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
B8,7,A,0.427,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
C8,7,A,0.426,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
D8,7,A,0.429,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
E8,7,B,0.432,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
F8,7,B,0.433,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
G8,7,B,0.427,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
H8,7,B,0.435,Gardnerella piotii,JCP8066,1A2,1,2,Overnight 1
A9,8,A,0.62,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
B9,8,A,0.595,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
C9,8,A,0.6,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
D9,8,A,0.601,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
E9,8,B,0.635,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
F9,8,B,0.637,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
G9,8,B,0.639,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
H9,8,B,0.652,Gardnerella sp. 8,Gv101,1A2,1,2,Overnight 1
A12,Blank,NA,0.056,NA,NA,NA,NA,NA,Overnight 1
B12,Blank,NA,0.056,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.057,NA,NA,NA,NA,NA,Overnight 1
D12,Blank,NA,0.055,NA,NA,NA,NA,NA,Overnight 1
A2,1,A,0.173,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
B2,1,A,0.173,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
C2,1,A,0.171,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
D2,1,A,0.176,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
E2,1,B,0.225,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
F2,1,B,0.221,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
G2,1,B,0.228,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
H2,1,B,0.226,Gardnerella sp. 2,C0084H9,3A1,3,1,Overnight 1
A3,2,A,0.215,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
B3,2,A,0.216,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
C3,2,A,0.215,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
D3,2,A,0.218,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
E3,2,B,0.215,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
F3,2,B,0.212,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
G3,2,B,0.212,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
H3,2,B,0.213,Gardnerella sp. 11,C0101A1,3A1,3,1,Overnight 1
A4,3,A,0.214,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
B4,3,A,0.21,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
C4,3,A,0.209,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
D4,3,A,0.202,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
E4,3,B,0.211,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
F4,3,B,0.219,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
G4,3,B,0.218,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
H4,3,B,0.223,Gardnerella piotii,UM35,3A1,3,1,Overnight 1
A5,4,A,0.152,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
B5,4,A,0.148,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
C5,4,A,0.146,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
D5,4,A,0.146,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
E5,4,B,0.176,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
F5,4,B,0.179,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
G5,4,B,0.18,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
H5,4,B,0.181,Gardnerella piotii,C0093B3,3A1,3,1,Overnight 1
A12,Blank,NA,0.049,NA,NA,NA,NA,NA,Overnight 1
B12,Blank,NA,0.049,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.049,NA,NA,NA,NA,NA,Overnight 1
D12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 1
A2,1,A,0.774,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
B2,1,A,0.715,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
C2,1,A,0.717,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
D2,1,A,0.719,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
E2,1,B,0.392,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
F2,1,B,0.394,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
G2,1,B,0.396,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
H2,1,B,0.397,Gardnerella sp. 2,C0084H9,3A2,3,2,Overnight 1
A3,2,A,0.596,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
B3,2,A,0.607,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
C3,2,A,0.612,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
D3,2,A,0.631,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
E3,2,B,0.603,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
F3,2,B,0.605,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
G3,2,B,0.602,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
H3,2,B,0.598,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 1
A4,3,A,0.497,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
B4,3,A,0.478,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
C4,3,A,0.484,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
D4,3,A,0.493,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
E4,3,B,0.529,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
F4,3,B,0.534,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
G4,3,B,0.533,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
H4,3,B,0.527,Gardnerella piotii,UM35,3A2,3,2,Overnight 1
A5,4,A,0.548,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
B5,4,A,0.549,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
C5,4,A,0.544,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
D5,4,A,0.546,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
E5,4,B,0.54,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
F5,4,B,0.543,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
G5,4,B,0.54,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
H5,4,B,0.537,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 1
A12,Blank,NA,0.052,NA,NA,NA,NA,NA,Overnight 1
B12,Blank,NA,0.052,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.051,NA,NA,NA,NA,NA,Overnight 1
A1,1,A,0.052,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
B1,1,A,0.051,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
C1,1,A,0.051,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
D1,1,A,0.051,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
E1,1,B,0.054,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
F1,1,B,0.053,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
G1,1,B,0.058,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
H1,1,B,0.055,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 1
A2,2,A,0.052,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
B2,2,A,0.053,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
C2,2,A,0.051,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
D2,2,A,0.052,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
E2,2,B,0.051,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
F2,2,B,0.052,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
G2,2,B,0.053,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
H2,2,B,0.053,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 1
A3,3,A,0.135,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
B3,3,A,0.12,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
C3,3,A,0.122,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
D3,3,A,0.119,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
E3,3,B,0.147,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
F3,3,B,0.131,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
G3,3,B,0.134,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
H3,3,B,0.134,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 1
A4,4,A,0.379,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
B4,4,A,0.377,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
C4,4,A,0.375,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
D4,4,A,0.379,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
E4,4,B,0.42,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
F4,4,B,0.424,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
G4,4,B,0.422,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
H4,4,B,0.414,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 1
A5,5,A,0.362,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
B5,5,A,0.364,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
C5,5,A,0.362,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
D5,5,A,0.361,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
E5,5,B,0.319,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
F5,5,B,0.337,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
G5,5,B,0.333,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
H5,5,B,0.326,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 1
A6,6,A,0.159,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
B6,6,A,0.16,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
C6,6,A,0.159,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
D6,6,A,0.158,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
E6,6,B,0.152,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
F6,6,B,0.156,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
G6,6,B,0.156,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
H6,6,B,0.154,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 1
A7,7,A,0.14,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
B7,7,A,0.14,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
C7,7,A,0.138,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
D7,7,A,0.139,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
E7,7,B,0.259,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
F7,7,B,0.211,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
G7,7,B,0.213,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
H7,7,B,0.211,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 1
A8,8,A,0.219,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
B8,8,A,0.211,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
C8,8,A,0.211,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
D8,8,A,0.213,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
E8,8,B,0.423,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
F8,8,B,0.426,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
G8,8,B,0.425,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
H8,8,B,0.423,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 1
A9,9,A,0.092,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
B9,9,A,0.091,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
C9,9,A,0.09,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
D9,9,A,0.091,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
E9,9,B,0.085,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
F9,9,B,0.157,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
G9,9,B,0.087,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
H9,9,B,0.087,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 1
B12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.055,NA,NA,NA,NA,NA,Overnight 1
D12,Blank,NA,0.046,NA,NA,NA,NA,NA,Overnight 1
A1,1,A,0.464,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
B1,1,A,0.459,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
C1,1,A,0.46,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
D1,1,A,0.459,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
E1,1,B,0.45,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
F1,1,B,0.452,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
G1,1,B,0.455,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
H1,1,B,0.449,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 1
A2,2,A,0.204,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
B2,2,A,0.174,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
C2,2,A,0.172,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
D2,2,A,0.171,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
E2,2,B,0.104,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
F2,2,B,0.104,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
G2,2,B,0.105,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
H2,2,B,0.105,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 1
A3,3,A,0.059,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
B3,3,A,0.058,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
C3,3,A,0.059,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
D3,3,A,0.058,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
E3,3,B,0.104,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
F3,3,B,0.104,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
G3,3,B,0.105,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
H3,3,B,0.106,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 1
A12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 1
C12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 1
A1,1,A,0.072,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
B1,1,A,0.085,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
C1,1,A,0.073,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
D1,1,A,0.072,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
E1,1,B,0.077,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
F1,1,B,0.078,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
G1,1,B,0.078,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
H1,1,B,0.079,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 1
A2,2,A,0.092,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
B2,2,A,0.053,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
C2,2,A,0.051,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
D2,2,A,0.053,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
E2,2,B,0.064,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
F2,2,B,0.052,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
G2,2,B,0.053,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
H2,2,B,0.053,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 1
A3,3,A,0.161,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 1
